frequency_score,sentiment_score,value,company
-0.6,1.5,Diversity,PayPal
0.8,-0.9,Execution,PayPal
0.2,2,Innovation,PayPal
-0.6,-0.4,Integrity,PayPal
-0.5,-0.7,Performance,PayPal
-1,-0.4,Respect,PayPal
1.2,-1.1,Agility,PepsiCo
0.8,0.6,Collaboration,PepsiCo
-1.3,0.7,Customer,PepsiCo
-0.7,0.7,Diversity,PepsiCo
1.9,-0.3,Execution,PepsiCo
-0.9,1.9,Innovation,PepsiCo
-0.4,-1.2,Integrity,PepsiCo
-0.4,-0.4,Performance,PepsiCo
-0.2,-1,Respect,PepsiCo
1.8,-1.5,Agility,Pfizer
0.9,0.5,Collaboration,Pfizer
-1.1,1,Customer,Pfizer
-1,1.7,Diversity,Pfizer
0.7,0.2,Execution,Pfizer
0.8,0.6,Innovation,Pfizer
-0.7,-0.7,Integrity,Pfizer
-0.7,-0.9,Performance,Pfizer
-0.7,-0.8,Respect,Pfizer
2.2,-1.6,Agility,Philips
0.4,0.4,Collaboration,Philips
-0.7,0.6,Customer,Philips
-0.9,1.2,Diversity,Philips
1,-0.6,Execution,Philips
0.2,1.8,Innovation,Philips
-0.6,-0.4,Integrity,Philips
-0.7,-0.7,Performance,Philips
-0.8,-0.6,Respect,Philips
2.4,-0.8,Agility,Pitney Bowes
0.5,0.7,Collaboration,Pitney Bowes
0.3,-0.1,Customer,Pitney Bowes
-1.1,1.9,Diversity,Pitney Bowes
0.2,-0.6,Execution,Pitney Bowes
-0.7,1.2,Innovation,Pitney Bowes
-0.4,-0.1,Integrity,Pitney Bowes
-0.6,-1.2,Performance,Pitney Bowes
-0.7,-1,Respect,Pitney Bowes
-0.6,-0.5,Agility,Pizza Hut
0.3,2,Collaboration,Pizza Hut
1.5,1,Customer,Pizza Hut
-0.9,-0.2,Diversity,Pizza Hut
0.9,-1,Execution,Pizza Hut
-1.5,0.8,Innovation,Pizza Hut
0.2,-1.1,Integrity,Pizza Hut
-0.9,-0.1,Performance,Pizza Hut
1.2,-0.9,Respect,Pizza Hut
0.8,-1,Agility,PNC Financial Services Group
0,1,Collaboration,PNC Financial Services Group
1.6,0.9,Customer,PNC Financial Services Group
-1.1,1.3,Diversity,PNC Financial Services Group
1.4,-1,Execution,PNC Financial Services Group
-1.5,1.3,Innovation,PNC Financial Services Group
-0.3,-0.7,Integrity,PNC Financial Services Group
-0.4,-0.6,Performance,PNC Financial Services Group
-0.5,-1.1,Respect,PNC Financial Services Group
0.2,0.6,Agility,Postmates
-0.9,0.6,Collaboration,Postmates
1.9,-0.7,Customer,Postmates
-1,0.5,Diversity,Postmates
0,0.3,Execution,Postmates
-1.2,1.9,Innovation,Postmates
1.4,-1.3,Integrity,Postmates
-0.4,-0.9,Performance,Postmates
0.1,-1.1,Respect,Postmates
0.6,-1.3,Agility,Progressive Insurance
-0.6,0.7,Collaboration,Progressive Insurance
0.4,-0.7,Customer,Progressive Insurance
-0.5,1.7,Diversity,Progressive Insurance
2.1,-0.7,Execution,Progressive Insurance
-1.8,1.6,Innovation,Progressive Insurance
0.1,-0.4,Integrity,Progressive Insurance
0.1,-0.5,Performance,Progressive Insurance
-0.5,-0.5,Respect,Progressive Insurance
1.5,-1.2,Agility,Providence Health & Services
0.4,0.8,Collaboration,Providence Health & Services
0.9,1.6,Customer,Providence Health & Services
-1.1,0.4,Diversity,Providence Health & Services
1.1,-0.9,Execution,Providence Health & Services
-1.2,1.2,Innovation,Providence Health & Services
0,-0.1,Integrity,Providence Health & Services
-1.2,-1.2,Performance,Providence Health & Services
-0.5,-0.6,Respect,Providence Health & Services
2.2,-2,Agility,Prudential Financial
0.6,1.1,Collaboration,Prudential Financial
-0.6,1.1,Customer,Prudential Financial
-0.6,1.1,Diversity,Prudential Financial
0.4,-0.6,Execution,Prudential Financial
-1.2,0.5,Innovation,Prudential Financial
0.5,-0.3,Integrity,Prudential Financial
-0.6,-0.8,Performance,Prudential Financial
-0.8,0,Respect,Prudential Financial
-0.5,-1.1,Agility,Publix
-0.4,1.4,Collaboration,Publix
2.2,1.6,Customer,Publix
-0.7,-0.9,Diversity,Publix
0.3,-0.8,Execution,Publix
-1.4,0.1,Innovation,Publix
0.1,-0.6,Integrity,Publix
-0.7,0.9,Performance,Publix
0.9,-0.7,Respect,Publix
1.5,-1.1,Agility,PwC
1.3,0.5,Collaboration,PwC
0.1,0.9,Customer,PwC
-0.6,1.5,Diversity,PwC
0.5,0,Execution,PwC
-1.5,1.1,Innovation,PwC
-0.8,-0.8,Integrity,PwC
0.6,-0.8,Performance,PwC
-1.1,-1.4,Respect,PwC
1.5,-1.1,Agility,Qualcomm
0.2,0.5,Collaboration,Qualcomm
-1.1,-0.1,Customer,Qualcomm
-0.8,0.1,Diversity,Qualcomm
0.2,-0.4,Execution,Qualcomm
1.8,2.5,Innovation,Qualcomm
-0.7,-0.9,Integrity,Qualcomm
-0.2,-0.3,Performance,Qualcomm
-0.9,-0.3,Respect,Qualcomm
2,-0.8,Agility,Rackspace
0.7,0.1,Collaboration,Rackspace
-0.3,1.7,Customer,Rackspace
-1.5,0.4,Diversity,Rackspace
1.1,-0.7,Execution,Rackspace
-0.8,1.6,Innovation,Rackspace
-0.5,-0.9,Integrity,Rackspace
-0.4,-1.2,Performance,Rackspace
-0.5,-0.1,Respect,Rackspace
-0.4,-1.3,Agility,Raising Cane‰Ûªs
0.1,1,Collaboration,Raising Cane‰Ûªs
0.6,0.5,Customer,Raising Cane‰Ûªs
-1.1,-0.2,Diversity,Raising Cane‰Ûªs
1.3,-0.8,Execution,Raising Cane‰Ûªs
-1.7,2,Innovation,Raising Cane‰Ûªs
0.1,-1.1,Integrity,Raising Cane‰Ûªs
-0.6,0.3,Performance,Raising Cane‰Ûªs
1.6,-0.4,Respect,Raising Cane‰Ûªs
1.8,-0.9,Agility,Ralph Lauren
0.6,0.7,Collaboration,Ralph Lauren
0,2,Customer,Ralph Lauren
-0.8,1.1,Diversity,Ralph Lauren
1,-0.4,Execution,Ralph Lauren
-1.4,-0.5,Innovation,Ralph Lauren
-0.4,-1,Integrity,Ralph Lauren
-1.2,-0.3,Performance,Ralph Lauren
0.4,-0.8,Respect,Ralph Lauren
1.8,-0.6,Agility,Raymond James
1.2,0.4,Collaboration,Raymond James
0.1,2.2,Customer,Raymond James
-1.1,0.6,Diversity,Raymond James
0.9,-1,Execution,Raymond James
-0.9,0.2,Innovation,Raymond James
-0.4,0.3,Integrity,Raymond James
-0.8,-1,Performance,Raymond James
-0.8,-1.1,Respect,Raymond James
2.4,-1.6,Agility,Raytheon
0.2,0.2,Collaboration,Raytheon
-1.3,1,Customer,Raytheon
-0.4,1.4,Diversity,Raytheon
0.5,-0.6,Execution,Raytheon
-0.4,1.3,Innovation,Raytheon
-0.3,-0.3,Integrity,Raytheon
-0.1,-1,Performance,Raytheon
-0.7,-0.4,Respect,Raytheon
1.8,-0.1,Agility,RB
0.8,-0.4,Collaboration,RB
-1.4,-0.6,Customer,RB
-0.6,2.1,Diversity,RB
1.3,0.5,Execution,RB
-0.6,0.7,Innovation,RB
-0.5,-1.5,Integrity,RB
-0.5,0.3,Performance,RB
-0.2,-1,Respect,RB
2.3,-1.9,Agility,RBC
0.9,0.1,Collaboration,RBC
-0.6,2.2,Customer,RBC
-0.3,0,Diversity,RBC
0.4,-0.1,Execution,RBC
-1,-0.3,Innovation,RBC
-0.3,-0.4,Integrity,RBC
-0.7,-0.1,Performance,RBC
-0.7,0.5,Respect,RBC
1,0,Agility,Red Bull
1,0.4,Collaboration,Red Bull
-1.1,0.6,Customer,Red Bull
-0.6,0,Diversity,Red Bull
1.9,-0.1,Execution,Red Bull
-0.1,2.2,Innovation,Red Bull
-0.5,-1.6,Integrity,Red Bull
-0.8,-0.3,Performance,Red Bull
-0.8,-1.1,Respect,Red Bull
1.2,-1.3,Agility,Red Hat
1.8,0.9,Collaboration,Red Hat
-1.1,0.2,Customer,Red Hat
-1,-0.8,Diversity,Red Hat
0.6,-0.4,Execution,Red Hat
0,2.3,Innovation,Red Hat
-0.4,-0.7,Integrity,Red Hat
0.2,-0.1,Performance,Red Hat
-1.2,-0.2,Respect,Red Hat
1.1,-0.7,Agility,Regeneron Pharmaceuticals
0.6,0.4,Collaboration,Regeneron Pharmaceuticals
-1.1,1.7,Customer,Regeneron Pharmaceuticals
-1.1,-0.1,Diversity,Regeneron Pharmaceuticals
0.1,-0.6,Execution,Regeneron Pharmaceuticals
2,1.7,Innovation,Regeneron Pharmaceuticals
-0.4,-0.5,Integrity,Regeneron Pharmaceuticals
-0.9,-0.8,Performance,Regeneron Pharmaceuticals
-0.2,-1.1,Respect,Regeneron Pharmaceuticals
0.6,-1.2,Agility,Regions Financial
-0.1,1.4,Collaboration,Regions Financial
1.9,1.1,Customer,Regions Financial
-1.1,-0.2,Diversity,Regions Financial
1,-0.4,Execution,Regions Financial
-1.5,1.5,Innovation,Regions Financial
0.2,-0.6,Integrity,Regions Financial
-0.7,-0.9,Performance,Regions Financial
-0.3,-0.8,Respect,Regions Financial
-0.6,-0.3,Agility,ResCare
-0.5,0.5,Collaboration,ResCare
2,1,Customer,ResCare
-0.8,0.2,Diversity,ResCare
0.7,-0.6,Execution,ResCare
-1.2,2.1,Innovation,ResCare
0.8,-1,Integrity,ResCare
-1,-0.9,Performance,ResCare
0.6,-1,Respect,ResCare
1.5,-0.5,Agility,Reynolds and Reynolds
0.5,1.3,Collaboration,Reynolds and Reynolds
-0.6,0.9,Customer,Reynolds and Reynolds
-0.8,-0.9,Diversity,Reynolds and Reynolds
1.8,-0.4,Execution,Reynolds and Reynolds
-1.1,1.8,Innovation,Reynolds and Reynolds
-0.5,-1.2,Integrity,Reynolds and Reynolds
-0.9,0.1,Performance,Reynolds and Reynolds
0.1,-0.9,Respect,Reynolds and Reynolds
-0.4,-0.5,Agility,Rite Aid
-0.1,1.9,Collaboration,Rite Aid
1.9,1.4,Customer,Rite Aid
-1,0.7,Diversity,Rite Aid
1.2,-0.4,Execution,Rite Aid
-1.3,-0.4,Innovation,Rite Aid
0.2,-0.8,Integrity,Rite Aid
-0.9,-0.9,Performance,Rite Aid
0.5,-1,Respect,Rite Aid
2,-1.6,Agility,Roche
0.6,0.5,Collaboration,Roche
-0.6,1.2,Customer,Roche
-1,0.6,Diversity,Roche
0.5,-0.7,Execution,Roche
0.9,1.4,Innovation,Roche
-0.5,-0.7,Integrity,Roche
-1.1,-1.1,Performance,Roche
-0.9,0.4,Respect,Roche
2.4,-1.5,Agility,Rockwell Automation
0.1,0.2,Collaboration,Rockwell Automation
-1.1,0.5,Customer,Rockwell Automation
0.3,1.1,Diversity,Rockwell Automation
0.2,-0.4,Execution,Rockwell Automation
-0.4,-0.6,Innovation,Rockwell Automation
0.4,2,Integrity,Rockwell Automation
-0.7,-0.7,Performance,Rockwell Automation
-1,-0.7,Respect,Rockwell Automation
-0.2,-1,Agility,Ross Stores
0.2,1.5,Collaboration,Ross Stores
0.3,0.3,Customer,Ross Stores
-1,1.3,Diversity,Ross Stores
1.5,-1,Execution,Ross Stores
-1.6,0.8,Innovation,Ross Stores
0.8,-1.2,Integrity,Ross Stores
-1,0.3,Performance,Ross Stores
1.1,-0.9,Respect,Ross Stores
0.6,-1,Agility,Royal Caribbean International
1.8,0.7,Collaboration,Royal Caribbean International
-0.4,0.5,Customer,Royal Caribbean International
-0.4,1.1,Diversity,Royal Caribbean International
1,-0.8,Execution,Royal Caribbean International
-1.4,1.9,Innovation,Royal Caribbean International
0.1,-0.8,Integrity,Royal Caribbean International
-1.4,-0.6,Performance,Royal Caribbean International
0.1,-0.9,Respect,Royal Caribbean International
1,-1.1,Agility,Ryder System
0.6,1.3,Collaboration,Ryder System
-0.1,0.9,Customer,Ryder System
-0.9,0.7,Diversity,Ryder System
2,-0.2,Execution,Ryder System
-1.2,1.3,Innovation,Ryder System
-0.3,-0.8,Integrity,Ryder System
-1.1,-1,Performance,Ryder System
0,-1.2,Respect,Ryder System
0,-0.8,Agility,Safeway
-0.1,1.2,Collaboration,Safeway
1.4,1.4,Customer,Safeway
-1,1.3,Diversity,Safeway
1,-0.7,Execution,Safeway
-1.5,0.4,Innovation,Safeway
0,-0.8,Integrity,Safeway
-1.1,-0.7,Performance,Safeway
1.3,-1.2,Respect,Safeway
1.8,-0.9,Agility,Sage
0.7,1.8,Collaboration,Sage
-0.1,1.1,Customer,Sage
-1.8,0.6,Diversity,Sage
1.1,-0.3,Execution,Sage
-0.5,0.6,Innovation,Sage
-0.2,-1,Integrity,Sage
-0.6,-1.1,Performance,Sage
-0.4,-0.9,Respect,Sage
1.6,-1.2,Agility,SAIC
0.7,0.1,Collaboration,SAIC
-0.4,0.4,Customer,SAIC
-1,0.1,Diversity,SAIC
1.5,0.1,Execution,SAIC
-1,2,Innovation,SAIC
0.4,0.7,Integrity,SAIC
-0.8,-1.3,Performance,SAIC
-0.9,-0.9,Respect,SAIC
0,-0.7,Agility,Saks Fifth Avenue
1.4,0,Collaboration,Saks Fifth Avenue
1,1.2,Customer,Saks Fifth Avenue
-1,0.3,Diversity,Saks Fifth Avenue
0.3,0.3,Execution,Saks Fifth Avenue
-1.7,2,Innovation,Saks Fifth Avenue
0.2,-1.1,Integrity,Saks Fifth Avenue
-1.1,-0.9,Performance,Saks Fifth Avenue
0.9,-1,Respect,Saks Fifth Avenue
1.9,-1.3,Agility,Salesforce.com
0.9,0.1,Collaboration,Salesforce.com
-0.1,1,Customer,Salesforce.com
-0.9,0.4,Diversity,Salesforce.com
0.4,-0.6,Execution,Salesforce.com
0.7,2.1,Innovation,Salesforce.com
-0.9,-0.3,Integrity,Salesforce.com
-0.9,-0.3,Performance,Salesforce.com
-1.2,-1.1,Respect,Salesforce.com
-0.5,-0.9,Agility,Sam‰Ûªs Club
-0.1,1.4,Collaboration,Sam‰Ûªs Club
0.2,1.1,Customer,Sam‰Ûªs Club
-0.9,0.2,Diversity,Sam‰Ûªs Club
1.5,-1,Execution,Sam‰Ûªs Club
-1.4,1.3,Innovation,Sam‰Ûªs Club
0.2,-1,Integrity,Sam‰Ûªs Club
-0.8,-0.1,Performance,Sam‰Ûªs Club
1.7,-1,Respect,Sam‰Ûªs Club
1.7,-0.5,Agility,Samsung ElectronicsåÊåÊ
0.4,0.5,Collaboration,Samsung ElectronicsåÊåÊ
-1.2,0.7,Customer,Samsung ElectronicsåÊåÊ
-0.7,-0.5,Diversity,Samsung ElectronicsåÊåÊ
1.2,-0.7,Execution,Samsung ElectronicsåÊåÊ
0.9,2.3,Innovation,Samsung ElectronicsåÊåÊ
-0.7,-0.9,Integrity,Samsung ElectronicsåÊåÊ
-0.8,0,Performance,Samsung ElectronicsåÊåÊ
-0.7,-1.1,Respect,Samsung ElectronicsåÊåÊ
2.4,-1.9,Agility,SAP
0.4,-0.2,Collaboration,SAP
-0.4,0.3,Customer,SAP
-0.6,1.6,Diversity,SAP
0.2,-0.7,Execution,SAP
0.6,1.2,Innovation,SAP
-1,0.2,Integrity,SAP
-0.7,-0.8,Performance,SAP
-1,0.3,Respect,SAP
0.2,-0.7,Agility,Save-A-Lot Food Stores
0.3,1.2,Collaboration,Save-A-Lot Food Stores
0.5,1.6,Customer,Save-A-Lot Food Stores
-0.8,1,Diversity,Save-A-Lot Food Stores
1.7,-1,Execution,Save-A-Lot Food Stores
-1.8,0.5,Innovation,Save-A-Lot Food Stores
-0.3,-1,Integrity,Save-A-Lot Food Stores
-0.9,-0.5,Performance,Save-A-Lot Food Stores
1.1,-1,Respect,Save-A-Lot Food Stores
2.4,-1.1,Agility,Schlumberger
0.1,0.5,Collaboration,Schlumberger
-1.3,-0.1,Customer,Schlumberger
0.2,1.9,Diversity,Schlumberger
0.6,-0.5,Execution,Schlumberger
-0.5,1.4,Innovation,Schlumberger
-0.3,-0.8,Integrity,Schlumberger
-0.7,-0.4,Performance,Schlumberger
-0.5,-1,Respect,Schlumberger
2.3,-1.2,Agility,Schneider Electric
0.9,-0.1,Collaboration,Schneider Electric
-0.6,0.3,Customer,Schneider Electric
-0.6,2.1,Diversity,Schneider Electric
0.6,0,Execution,Schneider Electric
-0.5,1.1,Innovation,Schneider Electric
-0.7,-0.5,Integrity,Schneider Electric
-0.6,-0.9,Performance,Schneider Electric
-0.9,-0.8,Respect,Schneider Electric
2.1,-1.2,Agility,Seagate Technology
0.8,1.6,Collaboration,Seagate Technology
-1.2,0,Customer,Seagate Technology
-1,0.6,Diversity,Seagate Technology
0.5,0,Execution,Seagate Technology
0.5,1.5,Innovation,Seagate Technology
-0.6,-1,Integrity,Seagate Technology
-0.4,-0.7,Performance,Seagate Technology
-0.7,-0.8,Respect,Seagate Technology
0.3,-0.8,Agility,Sears
0.1,1.1,Collaboration,Sears
1.7,0.1,Customer,Sears
-1.4,1.4,Diversity,Sears
1.1,-0.7,Execution,Sears
-1.3,1.5,Innovation,Sears
0.1,-1,Integrity,Sears
-1,-0.5,Performance,Sears
0.3,-1,Respect,Sears
-0.3,-0.5,Agility,SeaWorld Parks & Entertainment
0.4,1.3,Collaboration,SeaWorld Parks & Entertainment
1.7,1.8,Customer,SeaWorld Parks & Entertainment
-0.7,0.8,Diversity,SeaWorld Parks & Entertainment
0.9,-0.9,Execution,SeaWorld Parks & Entertainment
-1.3,0,Innovation,SeaWorld Parks & Entertainment
-0.6,-1.1,Integrity,SeaWorld Parks & Entertainment
-1.1,-1.1,Performance,SeaWorld Parks & Entertainment
1.1,-0.5,Respect,SeaWorld Parks & Entertainment
-0.6,-0.6,Agility,ShopRite Supermarkets
-0.3,1,Collaboration,ShopRite Supermarkets
1.3,1,Customer,ShopRite Supermarkets
-0.7,-0.2,Diversity,ShopRite Supermarkets
0.3,-0.7,Execution,ShopRite Supermarkets
-1.1,2,Innovation,ShopRite Supermarkets
-0.1,-0.7,Integrity,ShopRite Supermarkets
-0.8,-1,Performance,ShopRite Supermarkets
2.1,-0.9,Respect,ShopRite Supermarkets
2.3,-1.6,Agility,Siemens
0.3,0.2,Collaboration,Siemens
-0.8,-0.4,Customer,Siemens
-0.4,1.6,Diversity,Siemens
1,-0.3,Execution,Siemens
-0.3,1.4,Innovation,Siemens
-0.7,0,Integrity,Siemens
-0.7,-1.2,Performance,Siemens
-0.8,0.3,Respect,Siemens
-0.6,-0.3,Agility,Six Flags
-0.1,1.7,Collaboration,Six Flags
1.5,1.1,Customer,Six Flags
-0.7,1.2,Diversity,Six Flags
0.1,-0.8,Execution,Six Flags
-1.4,-1.1,Innovation,Six Flags
0.2,-0.7,Integrity,Six Flags
-0.9,-0.4,Performance,Six Flags
1.7,-0.9,Respect,Six Flags
1.6,-0.4,Agility,SolarCity
0.4,0.9,Collaboration,SolarCity
-0.1,0,Customer,SolarCity
-1.7,-0.7,Diversity,SolarCity
1,-0.4,Execution,SolarCity
-1.1,2.4,Innovation,SolarCity
0.8,-0.8,Integrity,SolarCity
-0.3,-0.3,Performance,SolarCity
-0.5,-0.9,Respect,SolarCity
-0.5,-0.6,Agility,Sonic
0.1,0.9,Collaboration,Sonic
1.4,1.3,Customer,Sonic
-0.7,-0.4,Diversity,Sonic
0.3,-1,Execution,Sonic
-1.2,1.8,Innovation,Sonic
0,-0.8,Integrity,Sonic
-1.1,-0.3,Performance,Sonic
1.9,-1,Respect,Sonic
1.9,-1,Agility,Sony Electronics
0.4,0.6,Collaboration,Sony Electronics
-0.5,-1,Customer,Sony Electronics
-0.5,1.5,Diversity,Sony Electronics
0.5,-0.6,Execution,Sony Electronics
1.2,1.3,Innovation,Sony Electronics
-1,0.2,Integrity,Sony Electronics
-0.8,-1.5,Performance,Sony Electronics
-1.1,0.4,Respect,Sony Electronics
1.5,-1.2,Agility,Southwest Airlines
0.8,1,Collaboration,Southwest Airlines
0.3,1.7,Customer,Southwest Airlines
-0.8,0,Diversity,Southwest Airlines
0.6,-1.1,Execution,Southwest Airlines
-1.5,0.5,Innovation,Southwest Airlines
-0.4,-0.5,Integrity,Southwest Airlines
-1.4,-1.2,Performance,Southwest Airlines
0.8,0.7,Respect,Southwest Airlines
2,0.2,Agility,SpaceX
0.4,-0.1,Collaboration,SpaceX
-1.4,0.5,Customer,SpaceX
-1,0.5,Diversity,SpaceX
0.9,-0.2,Execution,SpaceX
0.6,2.2,Innovation,SpaceX
-0.8,-1.6,Integrity,SpaceX
-0.2,-0.6,Performance,SpaceX
-0.6,-0.9,Respect,SpaceX
0.8,-0.9,Agility,Spectrum
0.3,0,Collaboration,Spectrum
0.9,-0.1,Customer,Spectrum
-1.4,1.5,Diversity,Spectrum
1.8,-0.7,Execution,Spectrum
-1.2,1.8,Innovation,Spectrum
0,-0.9,Integrity,Spectrum
-0.9,0.2,Performance,Spectrum
-0.3,-1,Respect,Spectrum
1.1,-0.7,Agility,Sprint
0.1,0.5,Collaboration,Sprint
1.5,-0.3,Customer,Sprint
-1.6,0.9,Diversity,Sprint
1.1,-0.4,Execution,Sprint
-1,2.3,Innovation,Sprint
0.1,-1,Integrity,Sprint
-0.6,-0.4,Performance,Sprint
-0.7,-0.9,Respect,Sprint
-0.6,-0.2,Agility,Sprouts Farmers Market
-0.5,0.8,Collaboration,Sprouts Farmers Market
0.8,2.1,Customer,Sprouts Farmers Market
-0.8,0.3,Diversity,Sprouts Farmers Market
1.2,-0.9,Execution,Sprouts Farmers Market
-1.5,0.6,Innovation,Sprouts Farmers Market
0.8,-0.9,Integrity,Sprouts Farmers Market
-0.9,-0.5,Performance,Sprouts Farmers Market
1.3,-1.2,Respect,Sprouts Farmers Market
0.9,-0.9,Agility,SRA International
0.6,0,Collaboration,SRA International
-0.2,1.7,Customer,SRA International
-1.4,0.4,Diversity,SRA International
0.9,0.8,Execution,SRA International
-1.3,0.8,Innovation,SRA International
1.5,0.1,Integrity,SRA International
0,-1.7,Performance,SRA International
-1,-1,Respect,SRA International
1.2,-0.6,Agility,St. Jude Medical
0.7,0.2,Collaboration,St. Jude Medical
-1.1,2.1,Customer,St. Jude Medical
-1.1,-0.2,Diversity,St. Jude Medical
1.4,-0.5,Execution,St. Jude Medical
0.9,1.4,Innovation,St. Jude Medical
-0.5,-1,Integrity,St. Jude Medical
-0.9,-0.7,Performance,St. Jude Medical
-0.6,-0.6,Respect,St. Jude Medical
-0.2,-0.9,Agility,Starbucks
0.1,1.4,Collaboration,Starbucks
2.3,0.8,Customer,Starbucks
-0.9,1.3,Diversity,Starbucks
1,-1.2,Execution,Starbucks
-1.1,0.9,Innovation,Starbucks
-0.2,-0.6,Integrity,Starbucks
-0.9,-0.8,Performance,Starbucks
-0.1,-0.8,Respect,Starbucks
1.2,-0.7,Agility,Starwood Hotels & Resorts
0.9,0.6,Collaboration,Starwood Hotels & Resorts
-0.1,0.5,Customer,Starwood Hotels & Resorts
-1.9,0.4,Diversity,Starwood Hotels & Resorts
1.4,-0.5,Execution,Starwood Hotels & Resorts
0.3,2.3,Innovation,Starwood Hotels & Resorts
-0.7,-1.1,Integrity,Starwood Hotels & Resorts
-0.9,-0.5,Performance,Starwood Hotels & Resorts
-0.2,-1,Respect,Starwood Hotels & Resorts
0.9,-1.3,Agility,State Farm
-0.4,1.2,Collaboration,State Farm
1.2,0.8,Customer,State Farm
-1.1,1.3,Diversity,State Farm
1.8,-1.2,Execution,State Farm
-1.2,0.3,Innovation,State Farm
-0.3,-0.5,Integrity,State Farm
-0.7,0.6,Performance,State Farm
-0.3,-1.2,Respect,State Farm
2,-0.9,Agility,State Street
1,1,Collaboration,State Street
-0.8,-0.2,Customer,State Street
-0.7,2.1,Diversity,State Street
1,-0.3,Execution,State Street
-1,0.8,Innovation,State Street
-0.9,-0.6,Integrity,State Street
-0.1,-1,Performance,State Street
-0.5,-0.8,Respect,State Street
-0.4,-0.3,Agility,Stop & Shop
-0.1,1.3,Collaboration,Stop & Shop
1.7,1.2,Customer,Stop & Shop
-0.9,1.6,Diversity,Stop & Shop
0.7,-0.6,Execution,Stop & Shop
-1.4,-1.2,Innovation,Stop & Shop
-0.1,-0.8,Integrity,Stop & Shop
-0.8,-0.8,Performance,Stop & Shop
1.3,-0.5,Respect,Stop & Shop
1.1,-1.4,Agility,Stryker
1.5,0.1,Collaboration,Stryker
-1.2,1.6,Customer,Stryker
-0.9,-0.5,Diversity,Stryker
1.4,0.1,Execution,Stryker
-0.4,1.2,Innovation,Stryker
-0.5,-0.3,Integrity,Stryker
0,0.6,Performance,Stryker
-1,-1.6,Respect,Stryker
-0.7,0,Agility,Subway
-0.1,1.7,Collaboration,Subway
1.9,1.4,Customer,Subway
-0.8,-0.7,Diversity,Subway
0.8,-1,Execution,Subway
-1.3,0.8,Innovation,Subway
0.2,-0.8,Integrity,Subway
-1,-0.5,Performance,Subway
0.9,-1.1,Respect,Subway
-0.4,-1.1,Agility,Sunrise Senior Living
1.3,1,Collaboration,Sunrise Senior Living
-0.3,1,Customer,Sunrise Senior Living
-0.9,-0.6,Diversity,Sunrise Senior Living
1.4,-0.7,Execution,Sunrise Senior Living
-1.4,2,Innovation,Sunrise Senior Living
0.4,-0.7,Integrity,Sunrise Senior Living
-1.2,-0.6,Performance,Sunrise Senior Living
1,-0.2,Respect,Sunrise Senior Living
0.6,-1,Agility,SunTrust
0.3,1.4,Collaboration,SunTrust
1.7,1.2,Customer,SunTrust
-1.1,1.4,Diversity,SunTrust
1.2,-1,Execution,SunTrust
-1.5,-0.1,Innovation,SunTrust
-0.3,-0.8,Integrity,SunTrust
-0.3,-0.1,Performance,SunTrust
-0.7,-1.1,Respect,SunTrust
1.9,-0.8,Agility,SuperValu
1.1,1,Collaboration,SuperValu
-0.7,1.8,Customer,SuperValu
-1.1,0.5,Diversity,SuperValu
0.9,-0.1,Execution,SuperValu
-1.2,-0.1,Innovation,SuperValu
-0.3,-1.9,Integrity,SuperValu
-0.4,0.2,Performance,SuperValu
0,-0.6,Respect,SuperValu
-0.2,-0.5,Agility,Support.com
-0.6,0.3,Collaboration,Support.com
2,-0.6,Customer,Support.com
-1.3,0.2,Diversity,Support.com
0.8,-0.6,Execution,Support.com
-1.3,2.4,Innovation,Support.com
0.8,-0.9,Integrity,Support.com
-0.2,0.5,Performance,Support.com
0,-1,Respect,Support.com
0.1,-0.3,Agility,Sutherland
-0.4,1.1,Collaboration,Sutherland
0.8,0.5,Customer,Sutherland
-1,0.2,Diversity,Sutherland
0.2,-1,Execution,Sutherland
-1.6,1.9,Innovation,Sutherland
1.7,-1,Integrity,Sutherland
-0.7,-0.2,Performance,Sutherland
1,-1.3,Respect,Sutherland
0.7,-0.9,Agility,Sutter Health
0.7,0.7,Collaboration,Sutter Health
1.1,1.6,Customer,Sutter Health
-1.2,0.4,Diversity,Sutter Health
1.5,-0.6,Execution,Sutter Health
-1.2,1.5,Innovation,Sutter Health
-0.2,-0.7,Integrity,Sutter Health
-1,-1.2,Performance,Sutter Health
-0.4,-0.7,Respect,Sutter Health
2.1,-1.5,Agility,Symantec
0.7,1,Collaboration,Symantec
-0.7,0.3,Customer,Symantec
-1,1.8,Diversity,Symantec
0.4,-0.6,Execution,Symantec
0.8,0.8,Innovation,Symantec
-0.6,-0.1,Integrity,Symantec
-0.5,-0.8,Performance,Symantec
-1,-0.9,Respect,Symantec
1.1,-0.7,Agility,T-Mobile
0.2,0.5,Collaboration,T-Mobile
1.5,0.3,Customer,T-Mobile
-1.5,0.6,Diversity,T-Mobile
1.1,-1.1,Execution,T-Mobile
-1,2.2,Innovation,T-Mobile
0.1,-1,Integrity,T-Mobile
-0.4,0,Performance,T-Mobile
-1,-0.9,Respect,T-Mobile
2.2,-1.2,Agility,T. Rowe Price
0.8,1.4,Collaboration,T. Rowe Price
-0.2,1.1,Customer,T. Rowe Price
-0.6,0.3,Diversity,T. Rowe Price
0.7,-1,Execution,T. Rowe Price
-1.3,-0.6,Innovation,T. Rowe Price
